datetime_date,datetime_time,mw
2020-11-01,01:00:00,1307.753
2020-11-01,02:00:00,1277.172
2020-11-01,03:00:00,1207.359
2020-11-01,04:00:00,1186.055
2020-11-01,05:00:00,1171.228
2020-11-01,06:00:00,1134.416
2020-11-01,07:00:00,1132.432
2020-11-01,08:00:00,1138.237
2020-11-01,09:00:00,1141.352
2020-11-01,10:00:00,1144.332
2020-11-01,11:00:00,1168.342
2020-11-01,12:00:00,1200.369
2020-11-01,13:00:00,1241.921
2020-11-01,14:00:00,1274.053
2020-11-01,15:00:00,1215.806
2020-11-01,16:00:00,1233.731
2020-11-01,17:00:00,1331.732
2020-11-01,18:00:00,1400.362
2020-11-01,19:00:00,1422.973
2020-11-01,20:00:00,1333.787
2020-11-01,21:00:00,1320.035
2020-11-01,22:00:00,1332.26
2020-11-01,23:00:00,1294.956
2020-11-02,00:00:00,1497.6
2020-11-02,01:00:00,1465.435
2020-11-02,02:00:00,1520.362
2020-11-02,03:00:00,1432.52
2020-11-02,04:00:00,1278.571
2020-11-02,05:00:00,1243.109
2020-11-02,06:00:00,1221.181
2020-11-02,07:00:00,1214.121
2020-11-02,08:00:00,1219.083
2020-11-02,09:00:00,1245.458
2020-11-02,10:00:00,1299.629
2020-11-02,11:00:00,1395.822
2020-11-02,12:00:00,1459.86
2020-11-02,13:00:00,1527.022
2020-11-02,14:00:00,1561.407
2020-11-02,15:00:00,1561.703
2020-11-02,16:00:00,1546.243
2020-11-02,17:00:00,1525.663
2020-11-02,18:00:00,1505.213
2020-11-02,19:00:00,1472.222
2020-11-02,20:00:00,1442.18
2020-11-02,21:00:00,1454.986
2020-11-02,22:00:00,1529.439
2020-11-02,23:00:00,1543.713
2020-11-03,00:00:00,1501.945
2020-11-03,01:00:00,1463.486
2020-11-03,02:00:00,1420.793
2020-11-03,03:00:00,1355.324
2020-11-03,04:00:00,1285.041
2020-11-03,05:00:00,1239.949
2020-11-03,06:00:00,1202.889
2020-11-03,07:00:00,1199.054
